dim,spread,noise_bound,h_threshold,delta,trial_id,success,time_lll,h_ratio_init,h_ratio_reduced,shortest_gs_norm,noise_norm
20,3,3,0.800000000000000,0.750000000000000,4,True,0.4321732521057129,2.7755063110776474e-21,0.7935113205669074,0.48972988574020704,9.327379053088816
20,3,3,0.800000000000000,0.800000000000000,3,True,0.4324824810028076,3.810502657167938e-21,0.7989997505766356,0.45256687294631015,9.327379053088816
20,3,3,0.800000000000000,0.750000000000000,2,True,0.42104411125183105,2.7855984188192084e-21,0.8004780887511933,0.3950897473614301,9.327379053088816
20,3,3,0.800000000000000,0.750000000000000,1,True,0.4389464855194092,1.9814985668030574e-20,0.7952362405985537,0.6433105703024764,9.327379053088816
20,3,3,0.800000000000000,0.750000000000000,0,True,0.4280233383178711,3.7360919466759035e-19,0.804530750378917,0.5642034980200802,9.327379053088816
20,3,3,0.800000000000000,0.990000000000000,0,True,0.41759538650512695,1.1617514410797958e-20,0.808532780894438,0.5604567963623633,9.327379053088816
20,3,3,0.800000000000000,0.800000000000000,4,True,0.42400264739990234,2.6513081589661927e-21,0.7790596330873664,0.4754392146084321,9.327379053088816
20,3,3,0.800000000000000,0.800000000000000,0,True,0.4336991310119629,4.249337855344583e-21,0.8021453832611604,0.46034840366461677,9.327379053088816
20,3,3,0.800000000000000,0.800000000000000,2,True,0.42771005630493164,6.6938167839236646e-21,0.8068501039709594,0.5700866356113065,9.327379053088816
20,3,3,0.800000000000000,0.800000000000000,1,True,0.42844247817993164,9.635987105951554e-19,0.808726517733526,0.42912690943917375,9.327379053088816
20,3,3,0.800000000000000,0.750000000000000,3,True,0.4317343235015869,1.2836885898203032e-20,0.7931103459648248,0.6522622695302286,9.327379053088816
20,3,3,0.800000000000000,0.990000000000000,2,True,0.008585214614868164,8.574623897826171e-22,0.8248949116946412,0.3886322165568212,8.366600265340756
20,3,3,0.800000000000000,0.990000000000000,4,True,0.005601644515991211,9.67531580235635e-22,0.8248949116946418,0.35769650850857543,8.366600265340756
20,3,3,0.800000000000000,0.990000000000000,3,True,0.012567281723022461,9.67531580235635e-22,0.8248949116946418,0.35769650850857543,8.366600265340756
20,3,3,0.800000000000000,0.990000000000000,1,True,0.005450725555419922,4.481125099807977e-19,0.8238144755467076,0.5108366829424653,8.366600265340756
20,3,5,0.800000000000000,0.750000000000000,0,False,0.008021831512451172,6.209628412075174e-22,0.7491637658964291,0.35965596382619025,15.524174696260024
20,3,5,0.800000000000000,0.750000000000000,3,False,0.008082866668701172,8.574623897826171e-22,0.5995446657452926,0.3886322165568212,15.524174696260024
20,3,5,0.800000000000000,0.750000000000000,1,False,0.006840229034423828,7.638329434095555e-22,0.7988002998503455,0.4057956793716174,15.524174696260024
20,3,5,0.800000000000000,0.750000000000000,2,False,0.009724617004394531,1.0918451670454314e-21,0.7594046261494745,0.40984752258842777,15.524174696260024
20,3,5,0.800000000000000,0.750000000000000,4,False,0.006346464157104492,1.4093718164075678e-21,0.8051546353317874,0.5199979202104703,15.524174696260024
20,3,5,0.800000000000000,0.800000000000000,2,True,0.0022916793823242188,5.165959251799352e-22,0.846229801177083,0.3430655986249405,13.638181696985855
20,3,5,0.800000000000000,0.800000000000000,3,True,0.0025472640991210938,5.056665470089802e-22,0.8417426400264528,0.36206123813131635,13.638181696985855
20,3,5,0.800000000000000,0.800000000000000,0,True,0.006736278533935547,1.715073577915457e-21,0.8168171538234706,0.544724066387211,15.524174696260024
20,3,5,0.800000000000000,0.800000000000000,1,True,0.00743865966796875,2.04347344384578e-21,0.819025055156128,0.5898845655474515,15.524174696260024
20,3,5,0.800000000000000,0.800000000000000,4,True,0.002523660659790039,5.765895781597821e-22,0.8472196596551558,0.38576371615237437,13.638181696985855
20,3,5,0.800000000000000,0.990000000000000,0,True,0.003548145294189453,3.2953189517116146e-21,0.8472196596551561,0.48893584382522703,13.638181696985855
20,3,8,0.800000000000000,0.750000000000000,1,False,0.002095937728881836,3.2005533310234223e-21,0.8243871855066033,0.48256991320459336,17.578395831246947
20,3,8,0.800000000000000,0.750000000000000,2,False,0.0022203922271728516,8.611261115348085e-21,0.8252123307263868,0.5897242008234036,17.578395831246947
20,3,5,0.800000000000000,0.990000000000000,4,False,0.002658843994140625,1.3504300994423677e-21,0.8311050478577264,0.4445987305999416,15.427248620541512
20,3,8,0.800000000000000,0.800000000000000,0,False,0.0021567344665527344,6.6666003276946334e-21,0.8286214324251686,0.46444128204891605,17.578395831246947
20,3,5,0.800000000000000,0.990000000000000,1,True,0.005203962326049805,9.79776384667108e-22,0.8268562312615203,0.40530427326178553,15.427248620541512
20,3,5,0.800000000000000,0.990000000000000,3,True,0.0038652420043945312,1.0484021024719847e-21,0.8272356207644019,0.3655221476489393,15.427248620541512
20,3,8,0.800000000000000,0.750000000000000,0,False,0.003514528274536133,1.0131674610275572e-21,0.8257283682749594,0.3650547791390828,21.6794833886788
20,3,5,0.800000000000000,0.990000000000000,2,False,0.0035810470581054688,1.1010932110957195e-21,0.8345295643820072,0.38110908072807775,15.427248620541512
20,3,8,0.800000000000000,0.750000000000000,4,False,0.0026106834411621094,1.1010932110957274e-21,0.8212566132532215,0.38110908072807775,21.6794833886788
20,3,8,0.800000000000000,0.800000000000000,2,False,0.00251007080078125,1.467328248248652e-21,0.8078338298018273,0.37984639306648454,24.576411454889016
20,3,8,0.800000000000000,0.800000000000000,1,False,0.003350973129272461,1.205005696275093e-20,0.8046640406188076,0.5400224344592988,17.578395831246947
20,3,8,0.800000000000000,0.800000000000000,3,False,0.0032989978790283203,1.107167748223724e-21,0.8180176271806275,0.3524674068787868,24.576411454889016
20,3,8,0.800000000000000,0.750000000000000,3,False,0.0030808448791503906,1.0173016718965105e-21,0.8282561448972526,0.38668855317280537,21.6794833886788
20,3,8,0.800000000000000,0.990000000000000,0,False,0.0023119449615478516,1.3687884239961866e-21,0.815383766239287,0.368751283546676,24.576411454889016
20,3,8,0.800000000000000,0.990000000000000,4,False,0.0066204071044921875,1.185557651152855e-20,0.783344993895059,0.559215395965694,17.832554500127006
20,3,8,0.800000000000000,0.800000000000000,4,False,0.0030083656311035156,4.6864215730375046e-21,0.7818598195115422,0.41660665602517105,17.832554500127006
20,3,8,0.800000000000000,0.990000000000000,3,False,0.0025365352630615234,3.766196682335639e-21,0.7912124028956676,0.34883369243127926,17.832554500127006
20,3,8,0.800000000000000,0.990000000000000,2,False,0.003331899642944336,3.3290026359837824e-21,0.7912215582593728,0.3581147620605951,17.832554500127006
20,6,3,0.800000000000000,0.750000000000000,0,True,0.003112316131591797,1.9626601121434678e-26,0.8450887773596004,0.5080190612619474,9.219544457292887
20,6,3,0.800000000000000,0.750000000000000,2,True,0.002413511276245117,7.9387643161255e-26,0.8202764403126687,0.4930637847542913,9.433981132056603
20,3,8,0.800000000000000,0.990000000000000,1,False,0.003284454345703125,2.7486667136234133e-21,0.7865038027123411,0.33884649415752044,17.832554500127006
20,6,3,0.800000000000000,0.800000000000000,0,True,0.0025033950805664062,6.038778192350121e-27,0.8345534709165195,0.36610517523849295,9.486832980505138
20,6,3,0.800000000000000,0.750000000000000,1,True,0.0023741722106933594,9.111879903472151e-27,0.832423743395398,0.43714877769079874,9.486832980505138
20,6,3,0.800000000000000,0.750000000000000,3,True,0.0027179718017578125,7.123993807188348e-27,0.8260639543843191,0.47952270284884635,9.486832980505138
20,6,3,0.800000000000000,0.750000000000000,4,True,0.004224300384521484,3.2988979307644724e-27,0.8382480791970442,0.3826564201606047,9.219544457292887
20,6,3,0.800000000000000,0.800000000000000,2,True,0.0037102699279785156,8.609839954191325e-27,0.8293016777446771,0.4046387326583091,9.0
20,6,3,0.800000000000000,0.990000000000000,2,True,0.0029773712158203125,1.1791004335841115e-26,0.8392189760772684,0.49803173443274845,9.0
20,6,3,0.800000000000000,0.800000000000000,1,True,0.003065824508666992,2.6025889661653034e-26,0.8408208291599918,0.4351573863998049,9.0
20,6,3,0.800000000000000,0.800000000000000,3,True,0.003797292709350586,1.7487620354861967e-26,0.8450884417453579,0.3753283869127654,9.0
20,6,3,0.800000000000000,0.800000000000000,4,True,0.0035572052001953125,8.969906765579395e-27,0.8419281661940193,0.409680473021239,9.0
20,6,3,0.800000000000000,0.990000000000000,4,True,0.0029189586639404297,1.5827659479059485e-26,0.8541362280449798,0.5635071422943211,9.695359714832659
20,6,3,0.800000000000000,0.990000000000000,1,True,0.0037527084350585938,2.3689789192797318e-26,0.8219766300693353,0.44300939575946285,8.366600265340756
20,6,3,0.800000000000000,0.990000000000000,0,True,0.003429889678955078,1.622490324022499e-27,0.8577715546345402,0.43317591041924713,9.055385138137417
20,6,3,0.800000000000000,0.990000000000000,3,True,0.003821849822998047,1.1683987164001951e-26,0.8541362280449798,0.4356751738414206,9.695359714832659
20,6,5,0.800000000000000,0.750000000000000,1,True,0.002936124801635742,3.2423329684359054e-27,0.8443960905856174,0.46494083237565464,12.806248474865697
20,6,5,0.800000000000000,0.750000000000000,0,True,0.003031492233276367,7.955494062588582e-27,0.8177983210736046,0.45190613035424365,15.427248620541512
20,6,5,0.800000000000000,0.750000000000000,2,True,0.0023260116577148438,2.774684726155012e-26,0.7527360935628976,0.45833266645380044,13.638181696985855
20,6,5,0.800000000000000,0.800000000000000,3,True,0.0025482177734375,1.0780700716159391e-26,0.8367852194270354,0.4534522513263166,14.352700094407323
20,6,5,0.800000000000000,0.750000000000000,3,True,0.0031058788299560547,9.522682322088178e-27,0.7805766405368393,0.36763145943762365,13.638181696985855
20,6,5,0.800000000000000,0.750000000000000,4,True,0.003164052963256836,1.5621919802928966e-25,0.723795042055858,0.5521901630240587,13.638181696985855
20,6,5,0.800000000000000,0.800000000000000,2,True,0.003492116928100586,3.3622151123263925e-26,0.848042426764221,0.5930696411642858,15.684387141358123
20,6,5,0.800000000000000,0.800000000000000,4,True,0.0025110244750976562,6.566526817032915e-27,0.8129955736107527,0.35931216791743603,13.92838827718412
20,6,5,0.800000000000000,0.800000000000000,0,True,0.003256082534790039,1.7971366110851182e-26,0.7991071497258176,0.4199738068944837,13.638181696985855
20,6,5,0.800000000000000,0.800000000000000,1,True,0.0022661685943603516,2.9280738725195266e-26,0.7878198557643237,0.48175785382830805,13.638181696985855
20,6,5,0.800000000000000,0.990000000000000,0,True,0.0038633346557617188,3.2930662992277933e-25,0.8460594196810763,0.3881002018150296,15.684387141358123
20,6,5,0.800000000000000,0.990000000000000,1,True,0.005174398422241211,8.237643220641769e-27,0.801178722325043,0.5502149707826182,13.92838827718412
20,6,5,0.800000000000000,0.990000000000000,2,True,0.0031003952026367188,3.860351816710394e-27,0.8536918585961416,0.4699675425052513,14.866068747318506
20,6,5,0.800000000000000,0.990000000000000,3,True,0.00379180908203125,5.243526330704472e-27,0.83933550196737,0.3851684780955199,14.317821063276353
20,6,5,0.800000000000000,0.990000000000000,4,True,0.003877878189086914,2.4521536050725603e-27,0.8629809852105722,0.3679621075482936,11.661903789690601
20,6,8,0.800000000000000,0.750000000000000,0,True,0.003856182098388672,5.243526330704435e-27,0.8333596958032936,0.3851684780955199,24.63736998950984
20,6,8,0.800000000000000,0.750000000000000,2,True,0.0023343563079833984,7.548446931039723e-26,0.811662962338105,0.4856568665741421,21.633307652783934
20,6,8,0.800000000000000,0.750000000000000,4,True,0.002888202667236328,9.297490571975055e-27,0.8230178184181313,0.534596420565712,24.63736998950984
20,6,8,0.800000000000000,0.750000000000000,3,True,0.002924203872680664,3.2216792975876442e-27,0.8644154168336504,0.5228206607360999,24.474476501040833
20,6,8,0.800000000000000,0.800000000000000,0,False,0.003175497055053711,7.446840563738097e-27,0.8294947699482795,0.4425305417396566,24.63736998950984
20,6,8,0.800000000000000,0.800000000000000,1,True,0.003312826156616211,2.129377506230457e-25,0.7896111288813639,0.4928600747222329,21.633307652783934
20,6,8,0.800000000000000,0.800000000000000,2,True,0.0032062530517578125,5.0462874929163405e-27,0.8048887008729128,0.4439200642537054,25.278449319529077
20,6,8,0.800000000000000,0.800000000000000,4,True,0.003328084945678711,2.2208451254747043e-26,0.8473447191797129,0.5663489227522471,19.924858845171276
20,6,8,0.800000000000000,0.750000000000000,1,True,0.0030128955841064453,2.6722423240797946e-27,0.8310699362973653,0.31539342110794616,24.63736998950984
20,6,8,0.800000000000000,0.800000000000000,3,True,0.003110170364379883,6.165740927067262e-26,0.8387734094965035,0.5023996246378352,21.817424229271428
20,6,8,0.800000000000000,0.990000000000000,0,True,0.0030069351196289062,3.846080933623469e-26,0.8411071108769901,0.48530878161854457,18.083141320025124
20,6,8,0.800000000000000,0.990000000000000,1,True,0.0039119720458984375,6.4415411493328836e-27,0.8541163246873255,0.45012804242989185,18.788294228055936
20,10,3,0.800000000000000,0.750000000000000,0,True,0.0027480125427246094,4.681803131992684e-31,0.8246609008505309,0.3881403887446143,7.937253933193772
20,6,8,0.800000000000000,0.990000000000000,3,True,0.004146099090576172,1.9085286118620206e-27,0.8477628350766908,0.36740496198387135,18.788294228055936
20,6,8,0.800000000000000,0.990000000000000,2,True,0.003161191940307617,5.702437014281025e-26,0.8551188768019721,0.45687408279447433,20.83266665599966
20,6,8,0.800000000000000,0.990000000000000,4,True,0.0044400691986083984,1.098178580049271e-27,0.8614578271539802,0.34420898268744093,19.82422760159901
20,10,3,0.800000000000000,0.750000000000000,2,True,0.003022909164428711,8.73424719203955e-32,0.8745242582317901,0.3959813690235964,8.774964387392123
20,10,3,0.800000000000000,0.750000000000000,3,True,0.0029153823852539062,4.087856384892314e-31,0.876134684622858,0.503634683157562,7.416198487095663
20,10,3,0.800000000000000,0.750000000000000,1,True,0.0033140182495117188,1.80608646040924e-30,0.8373757441857831,0.4695513042988819,7.937253933193772
20,10,3,0.800000000000000,0.800000000000000,0,True,0.0029036998748779297,5.003007657430247e-31,0.8596324709931218,0.43292145013121575,8.426149773176359
20,10,3,0.800000000000000,0.750000000000000,4,True,0.00458216667175293,6.715013527730949e-31,0.8036453169280461,0.4005003272885734,7.937253933193772
20,10,3,0.800000000000000,0.800000000000000,1,True,0.0048639774322509766,1.1679224778460696e-31,0.8639296188804646,0.39103098296934335,8.602325267042627
20,10,3,0.800000000000000,0.800000000000000,2,True,0.0026121139526367188,4.141097708295194e-31,0.8484310806378921,0.41759431691227455,7.810249675906654
20,10,3,0.800000000000000,0.800000000000000,3,True,0.00854945182800293,4.2592802734114004e-31,0.8344788295529056,0.4601523639876737,8.94427190999916
20,10,3,0.800000000000000,0.800000000000000,4,True,0.0034914016723632812,1.3789675597152167e-30,0.8529905813766894,0.4224064549463103,7.810249675906654
20,10,3,0.800000000000000,0.990000000000000,1,True,0.004842519760131836,3.8859781714537314e-31,0.8640573137917947,0.48222482111658077,7.211102550927978
20,10,3,0.800000000000000,0.990000000000000,0,True,0.00426483154296875,4.890939174162803e-31,0.8452788301859476,0.5093653627077871,7.937253933193772
20,10,5,0.800000000000000,0.750000000000000,0,True,0.009405136108398438,4.175106221907001e-31,0.8596268844177178,0.4374626844010741,14.035668847618199
20,10,3,0.800000000000000,0.990000000000000,3,True,0.012585878372192383,4.179350858127821e-31,0.8602349558286225,0.4285579468659693,9.643650760992955
20,10,3,0.800000000000000,0.990000000000000,4,True,0.012319564819335938,6.953129216105479e-31,0.8764681525446395,0.4418952141571056,8.660254037844386
20,10,3,0.800000000000000,0.990000000000000,2,True,0.00930166244506836,1.3438030644970035e-30,0.8582516516417237,0.40308473048381493,7.681145747868608
20,10,5,0.800000000000000,0.750000000000000,1,False,0.00877070426940918,9.137555424615372e-31,0.43950695969383075,0.42665201242690554,16.0312195418814
20,10,5,0.800000000000000,0.750000000000000,3,True,0.006984710693359375,2.5165072084446735e-31,0.8147506532136661,0.3806491130561082,14.966629547095765
20,10,5,0.800000000000000,0.750000000000000,2,True,0.010959148406982422,6.365874320545893e-32,0.6886001951080981,0.4217904962159786,12.767145334803704
20,10,5,0.800000000000000,0.750000000000000,4,True,0.00787043571472168,3.1659809679350988e-31,0.8542222695375132,0.42442214150328195,15.132745950421556
20,10,5,0.800000000000000,0.800000000000000,0,True,0.01023101806640625,3.0000208908199035e-31,0.8449415480308781,0.37700216545819865,14.966629547095765
20,10,5,0.800000000000000,0.800000000000000,1,True,0.0075528621673583984,1.785038802863735e-31,0.8455674743237971,0.4252118132366338,14.45683229480096
20,10,5,0.800000000000000,0.990000000000000,0,True,0.0023717880249023438,2.3124876624449344e-31,0.8335258674297998,0.3561721158307277,13.379088160259652
20,10,5,0.800000000000000,0.800000000000000,3,True,0.005135774612426758,1.8127416510332494e-31,0.8256264497576399,0.5095862505789123,13.038404810405298
20,10,5,0.800000000000000,0.800000000000000,2,True,0.010935306549072266,4.707729758964463e-31,0.8513167985628071,0.42977560064626574,15.556349186104047
20,10,5,0.800000000000000,0.800000000000000,4,True,0.0038437843322753906,5.455117633690608e-32,0.8761066508480773,0.3538158401863478,13.490737563232042
20,10,5,0.800000000000000,0.990000000000000,1,True,0.008724212646484375,6.39583034413313e-30,0.8523948845340648,0.4570271842547113,13.379088160259652
20,10,5,0.800000000000000,0.990000000000000,3,True,0.007566928863525391,4.095798881711613e-31,0.8626565559880739,0.5022468197795141,13.19090595827292
20,10,5,0.800000000000000,0.990000000000000,4,True,0.004315614700317383,6.2195055896435e-31,0.8466717734738128,0.417092553977067,15.0996688705415
20,10,5,0.800000000000000,0.990000000000000,2,True,0.0039196014404296875,5.017848475210579e-31,0.8202120254639208,0.43835037512112884,14.628738838327793
20,10,8,0.800000000000000,0.750000000000000,1,True,0.004717588424682617,3.563118894043643e-31,0.8502283878043162,0.5282800857645434,21.095023109728988
20,10,8,0.800000000000000,0.750000000000000,4,True,0.003608226776123047,5.6330346551355324e-30,0.824930073500404,0.5603276416182831,20.322401432901575
20,10,8,0.800000000000000,0.750000000000000,0,True,0.003503084182739258,1.411623023545302e-30,0.850960437254471,0.5549817286735454,23.664319132398465
20,10,8,0.800000000000000,0.750000000000000,2,True,0.0028896331787109375,2.346850947254216e-31,0.8746165002821445,0.44041786305280084,21.72556098240043
20,10,8,0.800000000000000,0.800000000000000,1,True,0.0032775402069091797,3.106162107463508e-31,0.8424905210005997,0.42233342724075246,24.515301344262525
20,10,8,0.800000000000000,0.800000000000000,0,True,0.0032172203063964844,6.06152498230289e-32,0.8730604611922067,0.338376198250261,22.293496809607955
20,10,8,0.800000000000000,0.750000000000000,3,True,0.0035371780395507812,1.1553873325707728e-30,0.8357077012774776,0.47464243635883036,21.283796653792763
20,10,8,0.800000000000000,0.800000000000000,3,True,0.002694845199584961,1.7401992365354434e-30,0.8376847934660542,0.39982843602034374,24.49489742783178
20,10,8,0.800000000000000,0.800000000000000,2,True,0.003571748733520508,4.165900026787162e-31,0.8197684863729658,0.3781096421195341,18.947295321496416
20,10,8,0.800000000000000,0.800000000000000,4,True,0.0038611888885498047,3.484120871053139e-31,0.8702817578052623,0.6127195040011606,21.79449471770337
20,10,8,0.800000000000000,0.990000000000000,0,True,0.004614114761352539,9.668248183544023e-31,0.8738499529892754,0.5408089659164723,21.840329667841555
20,10,8,0.800000000000000,0.990000000000000,1,True,0.00450587272644043,1.261116334042059e-30,0.8590464306435841,0.4286566239891883,22.315913604421397
20,10,8,0.800000000000000,0.990000000000000,2,True,0.0035419464111328125,2.5775368722168964e-31,0.8400332269497938,0.3691812222234835,21.283796653792763
20,10,8,0.800000000000000,0.990000000000000,3,True,0.004193544387817383,2.6241764018722007e-31,0.8666231345386699,0.4138379305449187,18.2208671582886
20,10,8,0.800000000000000,0.990000000000000,4,True,0.004255533218383789,2.0722627511172424e-30,0.8642903847983162,0.5233029560731907,22.561028345356956
60,3,3,0.800000000000000,0.800000000000000,3,False,0.3391842842102051,3.454170524563404e-77,0.18460121316465863,0.24005186970236897,15.748015748023622
60,3,3,0.800000000000000,0.800000000000000,0,False,0.3483922481536865,2.4159712134846656e-80,0.16083099608771761,0.24923898656263907,16.06237840420901
60,3,3,0.800000000000000,0.750000000000000,1,False,0.3170764446258545,4.649497863236497e-81,0.11899953916494317,0.21938050993646835,13.892443989449804
60,3,3,0.800000000000000,0.990000000000000,0,True,0.47859883308410645,4.750396408831288e-80,0.8285674680550652,0.263488809060244,16.24807680927192
60,3,3,0.800000000000000,0.750000000000000,3,False,0.31495189666748047,2.9180794866660853e-80,0.08169793738654692,0.26474334971941027,16.76305461424021
60,3,3,0.800000000000000,0.750000000000000,0,False,0.3477165699005127,2.035122906759421e-80,0.1044179128512332,0.2189591611393507,16.61324772583615
60,3,3,0.800000000000000,0.750000000000000,4,False,0.35781073570251465,1.437898795816768e-79,0.1250437016833798,0.31389054960791735,14.7648230602334
60,3,3,0.800000000000000,0.800000000000000,4,False,0.36716699600219727,3.941713108008293e-79,0.18916939058406962,0.23511280335631576,16.492422502470642
60,3,3,0.800000000000000,0.800000000000000,1,False,0.3652496337890625,1.3760315408061332e-79,0.15262667475648914,0.27658297567712753,14.212670403551895
60,3,3,0.800000000000000,0.750000000000000,2,False,0.36037230491638184,3.2562120041969202e-80,0.12887004043442293,0.27462837218005925,16.09347693943108
60,3,3,0.800000000000000,0.800000000000000,2,False,0.37352681159973145,2.7420955327109396e-80,0.18262051478374194,0.29728300454411716,16.34013463836819
60,3,3,0.800000000000000,0.990000000000000,1,True,0.2377164363861084,1.4040185390202575e-80,0.829306402251801,0.23146223896215723,16.186414056238647
60,3,3,0.800000000000000,0.990000000000000,3,True,0.24857068061828613,1.1463014616724e-80,0.8315730055932257,0.22199746323494998,15.459624833740307
60,3,3,0.800000000000000,0.990000000000000,2,True,0.24327468872070312,2.9699163739059727e-80,0.8259561358276092,0.21701299203223104,15.811388300841898
60,3,5,0.800000000000000,0.750000000000000,0,False,0.13580012321472168,3.923599161956492e-79,0.1455025154184921,0.3353543700829974,26.962937525425527
60,3,3,0.800000000000000,0.990000000000000,4,True,0.29360437393188477,1.4104955713665962e-80,0.8226127887516842,0.24209320717070068,15.491933384829668
60,3,5,0.800000000000000,0.750000000000000,4,False,0.11139726638793945,5.859609447517462e-80,0.13080518640720432,0.27728854236975536,23.643180835073778
60,3,5,0.800000000000000,0.800000000000000,0,False,0.1589648723602295,6.54229123426204e-80,0.17132696657504098,0.24965740980584838,25.39685019840059
60,3,5,0.800000000000000,0.750000000000000,3,False,0.10829687118530273,2.1020050844491924e-80,0.08916033080921294,0.22365988538414183,25.39685019840059
60,3,5,0.800000000000000,0.750000000000000,1,False,0.15759921073913574,6.894774921466235e-80,0.1387776601458257,0.31443860674908725,27.11088342345192
60,3,5,0.800000000000000,0.750000000000000,2,False,0.11523008346557617,1.8676081274610212e-80,0.12887197753568713,0.2337015124290755,23.790754506740637
60,3,5,0.800000000000000,0.800000000000000,1,False,0.1741504669189453,3.515369858372757e-80,0.14202323796105465,0.2672298065772531,26.60826939130014
60,3,5,0.800000000000000,0.800000000000000,2,False,0.1465165615081787,5.473740154924011e-81,0.14979475869639544,0.2154053894058073,21.6794833886788
60,3,5,0.800000000000000,0.800000000000000,3,False,0.13719964027404785,6.965565547553099e-80,0.1982918615286156,0.287769357268484,26.13426869074396
60,3,5,0.800000000000000,0.800000000000000,4,False,0.10465836524963379,7.090856183487521e-81,0.147581415122908,0.21414468410222956,23.916521486202797
60,3,5,0.800000000000000,0.990000000000000,0,True,0.23678803443908691,9.299011550901136e-80,0.8318511303366135,0.25956913889706684,21.72556098240043
60,3,5,0.800000000000000,0.990000000000000,1,True,0.4133031368255615,1.509059977307694e-80,0.8388092174781248,0.2331264813285217,21.400934559032695
60,3,5,0.800000000000000,0.990000000000000,2,True,0.5017120838165283,1.5904450962325338e-79,0.8294958846064654,0.27779223863328734,23.021728866442675
